CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,AGE,YEARS_EMPLOYED
1,1,0,1,270000.0,0,1,1,2,1,0,1,0,10,3.0,0,35,0
0,1,1,0,178650.0,1,1,4,1,1,0,1,0,17,1.0,0,47,0
1,1,1,2,180000.0,4,4,1,1,1,0,1,0,8,4.0,0,34,4
1,0,1,2,171000.0,4,1,1,5,1,1,0,0,8,4.0,0,39,6
1,1,1,0,180000.0,4,2,1,1,1,0,0,0,17,2.0,0,57,10
1,1,1,2,247500.0,0,4,1,1,1,0,1,0,8,4.0,0,34,9
0,0,1,0,157500.0,4,4,1,1,1,0,0,0,8,2.0,0,47,1
0,0,0,0,63000.0,0,1,1,1,1,0,0,0,3,2.0,0,40,5
1,0,0,0,360000.0,4,4,1,4,1,0,1,0,4,2.0,0,38,2
0,0,1,0,157500.0,0,4,2,1,1,0,1,0,14,1.0,0,32,5
1,1,1,1,157500.0,0,4,1,1,1,0,0,0,10,3.0,0,36,1
0,0,0,0,112500.0,0,2,1,1,1,0,1,0,17,2.0,0,27,6
0,0,1,0,202500.0,0,1,1,1,1,1,1,0,10,2.0,0,48,1
0,0,1,0,202500.0,2,1,1,1,1,0,0,0,3,2.0,0,58,33
1,1,0,1,202500.0,0,2,1,1,1,0,0,0,8,3.0,0,29,10
0,0,0,2,180000.0,4,4,1,1,1,1,0,0,14,4.0,0,36,2
1,1,1,0,90000.0,4,4,1,1,1,1,1,0,3,2.0,0,54,2
1,0,1,0,135000.0,4,4,0,1,1,0,0,0,9,2.0,0,24,1
1,1,1,1,135000.0,4,4,1,1,1,0,1,0,8,3.0,0,30,4
1,1,1,0,135000.0,0,1,0,1,1,1,1,0,14,2.0,0,25,2
0,0,1,0,337500.0,1,4,2,1,1,0,0,0,17,1.0,0,56,0
0,0,1,0,162000.0,4,1,1,1,1,0,1,0,10,2.0,0,52,4
0,0,1,0,274500.0,4,1,0,1,1,1,0,0,17,2.0,0,54,1
0,0,0,2,135000.0,4,4,1,5,1,0,0,0,3,4.0,0,30,4
1,0,1,0,225000.0,4,4,1,1,1,1,0,0,8,2.0,0,51,10
1,0,1,0,126000.0,4,4,1,1,1,1,1,0,8,2.0,0,28,1
1,1,1,0,247500.0,4,4,1,1,1,0,0,0,4,2.0,0,59,7
0,0,1,0,165600.0,1,4,4,1,1,0,1,0,17,1.0,0,58,0
1,0,1,0,99000.0,1,4,0,1,1,0,0,0,17,2.0,0,61,0
0,0,1,0,270000.0,4,4,1,1,1,0,0,0,11,2.0,0,60,5
1,1,1,0,90000.0,1,4,1,1,1,0,0,0,17,2.0,0,50,0
0,0,1,1,135000.0,4,4,0,1,1,0,0,0,8,3.0,0,27,1
0,0,1,2,148500.0,4,4,1,1,1,1,1,0,14,4.0,0,33,2
0,0,1,0,225000.0,1,4,2,1,1,0,0,0,17,1.0,0,55,0
0,0,0,0,225000.0,4,1,0,4,1,1,0,1,17,2.0,0,36,4
0,1,1,0,112500.0,4,1,0,1,1,0,1,0,6,2.0,0,54,1
1,0,1,0,180000.0,4,4,1,1,1,0,0,0,17,2.0,0,35,9
1,1,1,1,180000.0,4,4,1,1,1,0,0,0,8,3.0,0,31,6
0,0,1,1,211500.0,4,4,1,1,1,1,1,0,3,3.0,0,34,2
1,1,1,0,157500.0,4,4,1,1,1,1,1,0,4,2.0,0,27,4
1,1,1,0,450000.0,0,4,1,1,1,0,1,0,17,2.0,0,48,0
1,1,1,1,144000.0,2,4,1,3,1,1,1,0,10,3.0,0,29,8
1,0,1,1,148500.0,0,4,3,1,1,1,0,0,8,2.0,0,36,3
0,1,1,1,252000.0,4,4,0,1,1,1,1,0,14,3.0,0,39,8
0,0,0,0,225000.0,4,4,3,1,1,0,0,0,3,1.0,0,30,2
0,0,1,0,157500.0,4,4,1,1,1,0,0,0,6,2.0,0,56,4
0,0,1,0,135000.0,1,3,1,1,1,0,0,0,17,2.0,0,61,0
1,1,0,0,315000.0,4,4,1,1,1,0,0,0,8,2.0,0,40,21
1,0,0,0,225000.0,4,4,1,1,1,0,0,0,8,2.0,0,47,3
1,1,1,2,360000.0,4,1,1,1,1,1,0,0,3,4.0,0,28,8
1,1,1,0,202500.0,4,4,1,1,1,1,1,0,8,2.0,0,33,14
0,0,1,1,180000.0,4,4,0,1,1,0,1,0,3,3.0,0,30,7
0,0,1,0,49500.0,1,4,2,1,1,0,1,0,17,1.0,0,61,0
0,0,1,0,112500.0,0,4,2,1,1,0,0,0,17,1.0,0,41,4
1,1,1,0,247500.0,4,4,1,1,1,0,0,0,4,2.0,0,51,3
0,0,1,0,157500.0,4,4,0,1,1,0,1,1,14,2.0,0,49,4
0,0,1,0,157500.0,4,4,1,1,1,0,0,0,17,2.0,0,54,2
0,0,0,1,225000.0,0,4,1,1,1,0,0,0,8,3.0,0,37,3
0,1,0,0,292500.0,4,4,1,1,1,0,0,0,8,2.0,0,42,8
0,0,1,2,144000.0,4,4,1,1,1,1,0,0,17,4.0,0,37,2
0,0,0,0,157500.0,4,4,1,1,1,0,0,0,14,2.0,0,46,9
0,0,1,0,180000.0,0,4,1,1,1,0,0,0,14,2.0,0,41,8
1,1,1,0,270000.0,4,4,0,1,1,1,0,0,4,2.0,0,46,3
0,0,1,3,135000.0,0,4,1,1,1,0,0,0,14,5.0,0,39,6
0,0,1,0,112500.0,2,4,1,1,1,0,0,0,3,2.0,0,49,6
1,1,1,1,256500.0,2,1,1,3,1,0,0,0,3,3.0,0,30,12
0,0,1,0,144000.0,4,4,3,1,1,0,0,0,2,1.0,0,30,0
1,0,1,0,117000.0,1,4,1,1,1,0,0,0,17,2.0,0,62,0
1,0,1,0,292500.0,0,4,1,1,1,0,0,0,8,2.0,0,28,2
1,0,1,0,117000.0,4,4,1,1,1,0,1,0,8,2.0,0,35,1
0,1,1,0,180000.0,0,4,0,1,1,1,1,0,0,2.0,0,53,14
0,0,0,0,144000.0,1,3,4,2,1,0,0,0,17,1.0,0,59,0
0,0,1,0,72000.0,1,4,2,1,1,0,0,0,17,1.0,0,62,0
1,0,1,0,144000.0,1,2,1,1,1,0,1,0,17,2.0,0,60,0
0,0,0,1,135000.0,2,4,3,1,1,0,0,0,8,2.0,0,47,13
0,0,0,0,112500.0,0,4,2,2,1,0,1,0,8,1.0,0,44,4
0,0,1,1,148500.0,0,1,0,1,1,1,1,0,6,3.0,0,43,2
0,0,1,5,189000.0,4,4,2,1,1,0,1,0,17,6.0,0,42,1
0,0,0,2,135000.0,0,1,1,5,1,0,1,0,3,4.0,0,37,9
0,0,0,0,270000.0,4,4,2,1,1,0,0,0,11,1.0,0,58,18
0,0,1,1,135000.0,4,4,1,1,1,0,0,0,8,3.0,0,45,0
0,1,1,0,180000.0,4,1,1,1,1,1,1,0,10,2.0,0,34,2
1,0,1,2,180000.0,4,4,1,1,1,0,0,0,8,4.0,0,33,1
0,0,1,0,292500.0,0,4,1,1,1,0,0,0,8,2.0,0,38,15
1,0,1,0,202500.0,2,4,1,1,1,1,0,0,3,2.0,0,39,3
0,0,1,0,292500.0,4,1,1,1,1,0,0,0,3,2.0,0,57,13
1,1,1,0,94500.0,4,4,3,1,1,0,0,0,4,1.0,0,38,2
0,1,1,0,180000.0,4,1,2,1,1,0,0,0,17,1.0,0,47,23
0,0,1,0,67500.0,1,4,1,1,1,0,0,0,17,2.0,0,57,0
0,0,1,0,225000.0,0,4,1,1,1,0,0,0,10,2.0,0,46,9
1,1,1,1,225000.0,4,1,1,1,1,0,0,0,3,3.0,0,36,13
0,0,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,49,5
0,1,0,0,405000.0,2,1,3,1,1,0,1,0,10,1.0,0,54,2
0,0,0,1,202500.0,2,4,3,2,1,0,1,0,2,2.0,0,52,17
1,1,0,2,180000.0,2,4,1,1,1,0,0,0,3,4.0,0,33,12
0,0,1,1,76500.0,1,4,1,1,1,0,1,0,17,3.0,0,56,0
0,0,1,0,67500.0,1,4,1,1,1,0,0,0,17,2.0,0,60,0
0,0,1,0,126000.0,1,4,4,1,1,0,0,0,17,1.0,0,66,0
1,1,0,0,225000.0,4,4,1,1,1,0,0,0,10,2.0,0,44,11
0,0,1,0,67500.0,1,4,1,1,1,0,1,0,17,2.0,0,57,0
0,0,1,0,72000.0,2,4,1,1,1,0,0,0,17,2.0,0,45,15
0,0,0,1,69750.0,0,4,1,2,1,1,1,0,14,3.0,0,27,2
0,0,1,0,157500.0,0,4,1,2,1,0,0,0,8,2.0,0,53,7
1,0,1,0,94500.0,1,4,1,1,1,0,1,0,17,2.0,0,64,0
1,1,1,0,337500.0,4,1,1,1,1,0,0,0,10,2.0,0,49,18
0,0,1,0,90000.0,4,4,1,1,1,0,0,0,14,2.0,0,48,5
0,1,1,0,67500.0,4,4,0,1,1,1,0,0,1,2.0,0,45,4
0,0,1,0,157500.0,0,4,3,1,1,1,0,0,18,1.0,0,43,7
0,1,1,0,135000.0,4,4,0,1,1,0,0,0,8,2.0,0,45,22
0,0,1,0,112500.0,2,3,1,1,1,0,0,0,8,2.0,0,54,7
0,0,1,0,90000.0,1,1,1,1,1,0,0,0,17,2.0,0,58,0
0,0,0,0,90000.0,4,4,3,5,1,0,0,0,14,1.0,0,24,2
1,1,1,0,382500.0,4,4,3,1,1,0,0,0,8,1.0,0,59,8
0,1,1,0,103500.0,2,1,2,1,1,1,1,0,3,1.0,0,46,22
0,0,1,0,225000.0,4,4,1,1,1,0,0,0,14,2.0,0,48,3
0,0,0,0,45000.0,4,4,3,1,1,0,0,0,17,1.0,0,54,15
0,0,1,0,405000.0,0,4,1,1,1,0,1,0,17,2.0,0,60,24
0,1,1,0,90000.0,1,4,4,1,1,0,0,0,17,1.0,0,60,0
0,0,1,0,157500.0,4,4,0,1,1,0,0,0,14,2.0,0,48,2
1,1,1,0,180000.0,0,4,3,1,1,0,0,0,4,1.0,0,55,9
0,1,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,48,0
0,0,1,1,252000.0,4,4,2,1,1,0,0,0,11,2.0,0,50,20
1,0,1,0,46948.5,1,4,3,1,1,0,0,0,17,1.0,0,57,0
0,0,1,0,270000.0,0,4,3,1,1,0,0,0,0,1.0,0,58,6
0,0,1,0,247500.0,0,4,1,1,1,0,0,0,2,2.0,0,48,3
0,0,0,0,157500.0,4,1,1,1,1,0,1,0,14,2.0,0,48,8
0,0,1,1,225000.0,4,1,1,1,1,0,1,0,17,3.0,0,53,20
0,0,1,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,67,0
0,1,1,1,180000.0,0,2,0,1,1,0,0,0,8,3.0,0,42,1
1,1,0,0,337500.0,0,1,1,1,1,0,0,0,6,2.0,0,66,14
0,1,1,0,270000.0,4,1,3,1,1,0,0,0,17,1.0,0,29,3
0,0,1,1,157500.0,4,1,3,5,1,0,0,0,15,2.0,0,28,1
0,0,1,2,135000.0,0,4,1,1,1,0,0,0,17,4.0,0,42,1
0,0,1,2,225000.0,2,4,1,1,1,1,0,0,11,4.0,0,35,14
0,0,1,0,112500.0,1,4,2,1,1,0,0,0,17,1.0,0,58,0
1,1,1,2,148500.0,4,1,1,1,1,1,1,0,4,4.0,0,44,4
1,0,1,0,112500.0,4,4,1,1,1,0,0,0,4,2.0,0,29,3
0,0,1,0,157500.0,0,4,1,1,1,0,0,0,5,2.0,0,52,6
1,1,1,1,135000.0,0,4,1,1,1,0,1,0,8,3.0,0,29,7
0,0,1,0,225000.0,4,1,3,1,1,0,0,0,17,1.0,0,41,2
1,0,1,0,256500.0,4,4,1,1,1,0,1,0,8,2.0,0,55,7
0,0,1,0,225000.0,2,4,1,5,1,0,0,0,8,2.0,0,29,8
0,1,1,0,67500.0,2,4,1,1,1,1,0,0,6,2.0,0,35,4
0,1,1,0,171000.0,0,4,1,1,1,0,0,0,10,2.0,0,42,1
0,0,1,2,153000.0,4,1,1,1,1,1,1,0,14,4.0,0,29,2
0,0,1,1,85500.0,4,4,1,1,1,1,0,0,18,3.0,0,45,2
0,0,1,0,135000.0,4,4,1,1,1,1,0,0,16,2.0,0,59,8
0,1,1,2,112500.0,4,4,1,1,1,1,0,0,17,4.0,0,34,7
1,0,1,1,616500.0,0,1,1,1,1,0,0,0,10,3.0,0,36,11
1,1,1,0,675000.0,0,1,1,1,1,1,0,0,10,2.0,0,49,6
0,0,1,0,135000.0,1,4,3,1,1,0,1,0,17,1.0,0,65,0
1,0,1,0,247500.0,4,4,1,1,1,0,0,0,4,2.0,0,50,3
1,1,1,0,135000.0,4,4,1,1,1,0,0,0,16,2.0,0,55,14
0,0,1,0,288000.0,4,4,1,1,1,0,0,0,17,2.0,0,54,12
0,1,1,1,157500.0,1,4,1,1,1,0,1,0,17,3.0,0,56,0
0,1,1,0,270000.0,0,4,1,1,1,0,0,0,3,2.0,0,52,8
0,0,1,0,99000.0,4,4,1,1,1,0,0,0,14,2.0,0,42,2
1,0,1,0,148500.0,1,4,1,1,1,0,0,0,17,2.0,0,56,0
0,0,1,2,225000.0,4,1,1,0,1,0,0,0,8,4.0,0,42,0
0,0,1,0,121500.0,4,4,0,1,1,1,1,0,2,2.0,0,35,1
0,0,1,0,306000.0,4,4,2,1,1,0,1,0,12,1.0,0,28,1
1,0,1,0,180000.0,4,4,1,1,1,0,0,0,8,2.0,0,56,4
0,0,1,0,144000.0,2,1,2,1,1,0,0,0,3,1.0,0,54,26
0,0,1,0,135000.0,2,4,2,1,1,0,1,0,8,1.0,0,49,15
0,1,1,0,117000.0,4,4,1,1,1,0,0,0,14,2.0,0,46,5
1,1,1,0,810000.0,0,1,3,1,1,0,0,0,17,1.0,0,29,4
0,0,1,0,58500.0,1,4,1,1,1,0,0,0,17,2.0,0,59,0
0,0,1,0,112500.0,0,4,3,1,1,0,0,0,16,1.0,0,49,1
0,1,1,0,225000.0,1,4,1,1,1,0,0,0,17,2.0,0,54,0
0,0,1,0,207000.0,4,1,1,1,1,0,0,0,17,2.0,0,46,10
0,0,1,0,112500.0,4,4,4,1,1,0,0,0,14,1.0,0,39,5
1,1,1,0,162000.0,1,4,1,1,1,0,0,0,17,2.0,0,67,0
0,1,1,0,112500.0,4,4,0,1,1,0,0,0,2,2.0,0,37,3
0,0,1,0,225000.0,4,4,1,1,1,0,0,0,17,2.0,0,60,5
0,0,1,0,83250.0,1,4,0,1,1,0,1,0,17,2.0,0,55,0
0,0,1,0,157500.0,4,4,1,1,1,0,1,0,18,2.0,0,34,4
0,0,1,0,81000.0,4,1,1,1,1,0,0,0,17,2.0,0,31,4
1,1,1,0,90000.0,1,4,1,1,1,0,1,0,17,2.0,0,62,0
0,1,0,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,51,29
0,1,0,0,157500.0,4,4,1,1,1,1,0,0,8,2.0,0,35,4
1,0,1,2,81000.0,1,4,1,1,1,0,0,0,17,4.0,0,61,0
1,1,1,2,180000.0,2,1,1,0,1,0,0,0,17,4.0,0,31,4
0,1,0,0,360000.0,0,1,1,1,1,1,1,0,10,2.0,0,27,5
0,1,0,1,112500.0,4,4,1,1,1,1,0,0,0,3.0,0,39,2
0,0,0,0,180000.0,1,4,1,1,1,0,0,0,17,2.0,0,55,0
0,0,0,0,126000.0,1,1,3,1,1,0,0,0,17,1.0,0,68,0
1,1,0,2,180000.0,0,1,1,1,1,0,0,0,10,4.0,0,43,7
0,0,0,0,157500.0,4,1,1,1,1,0,0,0,7,2.0,0,57,20
0,1,1,0,112500.0,4,4,1,3,1,1,0,0,3,2.0,0,27,2
0,0,1,0,112500.0,4,2,3,1,1,1,0,0,17,1.0,0,30,1
1,0,0,0,378000.0,0,1,0,1,1,1,1,0,6,2.0,0,54,23
0,0,0,0,89550.0,1,4,3,1,1,0,0,0,17,1.0,0,64,0
1,0,0,1,135000.0,4,4,1,1,1,0,0,0,8,3.0,0,44,9
0,0,0,0,270000.0,4,4,3,1,1,0,0,0,8,1.0,0,39,3
0,0,1,0,292500.0,4,4,1,1,1,1,1,0,3,2.0,0,50,19
0,0,0,1,189000.0,0,1,4,1,1,0,1,0,10,2.0,0,49,1
1,1,0,1,157500.0,4,4,1,1,1,0,0,0,4,3.0,0,33,9
1,0,0,1,202500.0,0,1,1,1,1,1,0,0,10,3.0,0,43,3
1,1,0,0,540000.0,0,2,1,1,1,1,1,0,10,2.0,0,39,3
0,1,0,0,225000.0,0,4,1,1,1,0,1,1,0,2.0,0,39,7
1,0,0,2,315000.0,0,1,1,1,1,0,0,0,10,4.0,0,45,0
0,1,0,1,450000.0,4,1,3,1,1,0,1,0,10,2.0,0,30,3
0,1,0,0,112500.0,4,1,0,1,1,1,0,0,0,2.0,0,32,0
0,0,0,0,234135.0,0,1,1,1,1,1,0,0,10,2.0,0,34,6
0,1,0,0,202500.0,0,1,1,1,1,0,0,0,17,2.0,0,41,0
0,1,0,0,270000.0,4,2,3,5,1,1,1,0,10,1.0,0,26,7
0,1,0,0,247500.0,0,1,2,1,1,1,0,0,0,1.0,0,56,24
1,0,0,0,126000.0,1,4,1,1,1,0,0,0,17,2.0,0,55,0
1,1,0,2,450000.0,0,4,1,1,1,1,1,0,10,4.0,0,35,3
1,1,0,1,112500.0,0,4,1,1,1,1,0,0,8,3.0,0,47,4
0,0,0,4,171000.0,2,4,1,1,1,1,1,0,8,6.0,0,33,5
0,0,0,1,180000.0,4,4,1,1,1,0,0,0,8,3.0,0,37,7
1,1,0,2,360000.0,4,2,1,1,1,1,0,0,17,4.0,0,28,3
0,0,0,0,180000.0,0,1,1,1,1,0,0,0,3,2.0,0,30,8
0,0,0,0,112500.0,1,4,2,1,1,0,0,0,17,1.0,0,56,0
1,0,0,0,180000.0,2,4,1,3,1,1,0,0,10,2.0,0,28,3
1,0,0,2,166500.0,4,4,0,1,1,0,1,0,17,4.0,0,37,11
0,0,0,0,117000.0,4,4,1,1,1,1,1,0,14,2.0,0,56,12
1,1,0,1,135000.0,4,1,1,1,1,1,0,0,8,3.0,0,27,2
1,1,0,3,225000.0,4,1,1,1,1,1,0,1,6,5.0,0,38,0
0,1,0,0,315000.0,0,2,1,5,1,1,0,0,3,2.0,0,25,0
0,0,0,0,225000.0,1,1,1,1,1,0,0,0,17,2.0,0,66,0
1,1,0,0,202500.0,4,4,1,1,1,0,1,0,4,2.0,0,62,7
0,0,0,0,67500.0,1,4,1,1,1,0,0,0,17,2.0,0,54,0
0,0,0,0,216000.0,2,4,2,1,1,1,0,1,3,1.0,0,30,7
0,0,0,0,157500.0,0,2,1,1,1,1,1,0,6,2.0,0,55,13
0,0,0,1,117000.0,4,1,1,1,1,1,1,0,3,3.0,0,33,11
1,1,0,0,85500.0,4,4,1,1,1,1,1,0,16,2.0,0,53,5
1,1,0,2,180000.0,4,4,1,1,1,0,0,0,4,4.0,0,39,17
1,1,0,0,180000.0,4,4,1,1,1,0,0,0,4,2.0,0,35,2
1,1,0,0,202500.0,2,4,3,1,1,0,0,0,6,1.0,0,48,27
0,0,0,0,94500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,0
1,1,0,2,270000.0,4,4,1,1,1,0,0,0,4,4.0,0,40,2
0,0,0,0,135000.0,1,4,3,1,1,0,0,0,17,1.0,0,59,0
0,0,0,0,90000.0,4,4,3,1,1,1,0,0,14,1.0,0,29,1
0,0,0,0,202500.0,4,4,3,3,1,1,1,0,17,1.0,0,28,8
0,0,0,0,67500.0,1,4,1,1,1,0,0,0,17,2.0,0,51,0
0,0,0,1,72000.0,2,4,1,1,1,1,1,0,10,3.0,0,40,9
0,0,0,1,157500.0,4,4,1,1,1,0,0,0,8,3.0,0,26,2
1,1,0,1,126000.0,1,4,1,1,1,0,1,0,17,3.0,0,43,0
0,0,0,1,112500.0,4,4,1,1,1,1,0,0,17,3.0,0,32,13
1,0,0,0,135000.0,1,4,1,1,1,0,1,0,17,2.0,0,56,0
0,0,0,0,315000.0,0,4,1,1,1,0,1,0,8,2.0,0,37,6
1,0,0,0,225000.0,4,4,1,1,1,0,0,0,14,2.0,0,41,4
1,1,0,0,360000.0,4,1,3,1,1,1,1,0,10,1.0,0,46,3
0,0,0,0,225000.0,0,4,0,1,1,0,1,0,3,2.0,0,46,19
0,0,0,1,112500.0,4,4,1,1,1,0,1,0,14,3.0,0,28,1
1,1,0,0,202500.0,0,4,1,1,1,1,1,0,10,2.0,0,47,9
0,0,0,0,85500.0,4,4,1,1,1,1,0,0,17,2.0,0,48,14
1,1,0,0,135000.0,4,4,1,1,1,0,0,0,4,2.0,0,28,4
0,0,1,2,81000.0,4,1,1,1,1,0,0,0,3,4.0,0,29,7
1,0,1,0,90000.0,0,1,1,1,1,0,0,0,8,2.0,0,39,1
0,0,1,0,157500.0,2,4,0,1,1,0,0,0,17,2.0,0,39,1
1,1,0,0,225000.0,4,1,1,1,1,1,0,0,17,2.0,0,35,4
0,1,1,0,157500.0,4,4,1,1,1,0,0,0,1,2.0,0,44,6
1,1,1,0,202500.0,4,4,3,1,1,0,1,1,10,1.0,0,36,6
1,0,0,0,166500.0,4,4,3,5,1,0,0,0,14,1.0,0,23,0
1,0,1,1,135000.0,4,1,1,1,1,0,1,0,17,3.0,0,43,8
0,0,1,0,99000.0,1,4,1,1,1,0,1,0,17,2.0,0,66,0
0,0,0,0,135000.0,4,4,3,5,1,0,0,0,12,1.0,0,35,2
1,1,1,2,90000.0,4,4,1,1,1,0,0,0,4,4.0,0,33,0
0,0,1,1,270000.0,4,1,2,1,1,0,1,1,11,2.0,0,43,22
0,0,1,0,157500.0,2,4,1,1,1,0,0,0,8,2.0,0,51,25
0,0,0,1,76500.0,0,4,0,5,1,0,0,0,14,3.0,0,29,3
1,0,1,1,126000.0,0,4,1,1,1,0,0,0,16,3.0,0,39,1
0,0,1,0,382500.0,1,1,1,1,1,0,1,0,17,2.0,0,53,0
0,0,0,1,148500.0,4,4,0,4,1,0,0,0,17,3.0,0,36,1
0,1,0,0,112500.0,1,4,1,1,1,0,0,0,17,2.0,0,62,0
0,1,1,2,180000.0,4,4,1,1,1,0,0,0,8,4.0,0,33,11
1,1,0,2,225000.0,4,4,1,1,1,0,1,0,4,4.0,0,41,8
0,0,1,0,279000.0,4,4,1,4,1,0,0,0,14,2.0,0,45,10
1,1,1,0,157500.0,4,1,1,5,1,0,0,0,0,2.0,0,30,2
0,1,0,0,135000.0,4,4,1,1,1,0,0,0,17,2.0,0,52,28
0,0,1,2,81000.0,4,4,1,1,1,0,0,0,8,4.0,0,36,0
1,0,0,0,270000.0,4,4,1,2,1,0,0,0,8,2.0,0,33,8
0,0,1,1,135000.0,0,4,1,1,1,0,0,0,8,3.0,0,43,10
1,0,1,0,180000.0,4,4,1,1,1,1,1,0,8,2.0,0,32,1
0,1,1,0,157500.0,2,2,1,1,1,0,0,1,6,2.0,0,47,21
1,1,1,1,180000.0,4,4,1,1,1,0,0,0,6,3.0,0,37,2
1,0,0,1,135000.0,4,4,1,1,1,1,1,0,4,3.0,1,41,0
1,0,0,1,135000.0,4,4,1,1,1,1,1,0,4,3.0,0,41,0
1,0,1,0,42300.0,1,3,1,1,1,0,0,0,17,2.0,0,61,0
1,1,1,1,180000.0,4,4,0,1,1,0,0,0,17,3.0,0,41,15
1,1,1,0,405000.0,4,4,3,1,1,0,0,0,4,1.0,0,32,0
0,0,1,1,121500.0,2,1,2,1,1,0,0,0,11,2.0,0,38,2
0,0,1,0,189000.0,4,4,1,1,1,0,0,0,8,2.0,0,47,6
1,1,1,0,184500.0,0,4,0,1,1,1,0,0,4,2.0,0,26,8
0,0,1,0,166500.0,4,4,4,1,1,1,1,0,17,1.0,0,49,8
0,0,1,0,126000.0,2,1,1,1,1,0,1,0,17,2.0,0,43,18
0,1,0,0,135000.0,0,4,1,1,1,0,0,0,3,2.0,0,28,5
1,1,0,0,202500.0,4,2,1,5,1,0,0,0,4,2.0,0,34,6
0,0,0,0,202500.0,0,1,1,1,1,0,0,0,6,2.0,0,31,10
0,0,1,0,247500.0,4,4,3,1,1,0,0,0,17,1.0,0,60,6
1,0,1,0,99000.0,1,4,1,1,1,0,0,0,17,2.0,0,58,0
0,0,1,0,90000.0,2,1,1,1,1,1,1,0,17,2.0,0,54,14
0,0,1,1,81000.0,2,4,1,1,1,0,0,0,3,3.0,0,42,20
0,0,0,0,74061.0,0,4,3,1,1,0,0,0,14,1.0,0,24,0
0,0,1,0,148500.0,1,4,1,1,1,0,0,0,17,2.0,0,64,0
0,0,1,0,175950.0,4,4,1,1,1,0,0,0,17,2.0,0,56,5
0,0,1,0,67500.0,1,4,2,1,1,0,1,0,17,1.0,0,56,0
0,1,1,1,225000.0,0,1,0,1,1,0,0,0,17,3.0,0,29,7
0,1,1,0,292500.0,2,1,1,5,1,1,0,0,17,2.0,0,34,5
0,0,0,1,180000.0,4,1,3,1,1,0,0,0,14,2.0,0,34,3
0,0,1,0,121500.0,0,4,1,1,1,0,0,0,14,2.0,0,49,4
1,1,1,0,85500.0,1,4,1,1,1,0,0,0,17,2.0,0,61,0
1,1,0,1,103500.0,2,4,1,3,1,1,0,0,3,3.0,0,24,3
1,0,0,1,225000.0,0,1,1,5,1,1,1,0,10,3.0,0,37,9
1,1,1,0,270000.0,4,4,1,1,1,0,0,0,10,2.0,0,49,18
0,0,1,1,130500.0,0,4,3,1,1,0,0,0,0,2.0,0,45,2
1,0,1,1,202500.0,0,4,1,1,1,0,0,0,6,3.0,0,30,8
0,0,1,1,67500.0,4,1,1,1,1,0,0,0,14,3.0,0,36,2
0,0,1,0,180000.0,1,1,1,1,1,0,1,0,17,2.0,0,61,0
0,0,1,0,180000.0,4,4,3,1,1,0,1,0,3,1.0,0,50,30
0,0,0,0,112500.0,4,4,3,1,1,0,0,0,8,1.0,0,27,0
0,0,1,0,112500.0,4,4,1,1,1,1,0,0,6,2.0,0,46,25
1,0,1,0,225000.0,0,4,1,1,1,0,0,0,4,2.0,0,56,0
0,0,1,1,180000.0,0,1,1,1,1,0,1,1,3,3.0,0,42,16
0,1,1,0,157500.0,4,4,0,1,1,0,0,0,0,2.0,0,32,0
1,1,1,0,180000.0,4,4,1,1,1,0,0,0,8,2.0,0,46,4
1,0,1,0,270000.0,0,4,1,1,1,0,0,0,8,2.0,0,43,12
1,1,0,0,360000.0,2,1,1,1,1,0,0,0,17,2.0,0,27,5
1,0,1,1,225000.0,0,4,1,1,1,0,0,0,8,3.0,0,27,2
0,0,1,0,225000.0,1,1,1,1,1,0,0,0,17,2.0,0,64,0
0,0,1,1,121500.0,1,4,1,1,1,0,1,0,17,3.0,0,51,0
0,0,1,0,67500.0,2,4,1,2,1,0,0,0,3,2.0,0,41,19
0,0,1,0,90000.0,1,4,1,1,1,0,0,0,17,2.0,0,67,0
0,1,1,2,117000.0,4,4,1,1,1,0,0,0,8,4.0,0,36,13
0,0,1,0,94500.0,1,1,3,1,1,0,0,0,17,1.0,0,57,0
1,1,1,0,126000.0,4,4,1,1,1,0,0,0,4,2.0,0,29,2
1,1,1,0,112500.0,1,1,1,1,1,0,1,0,17,2.0,0,56,0
1,1,1,2,225000.0,0,4,1,1,1,0,0,0,8,4.0,0,41,3
0,0,1,2,225000.0,4,2,0,1,1,0,0,0,10,4.0,0,37,1
0,0,0,0,90000.0,0,4,2,1,1,0,0,0,6,1.0,0,54,0
0,0,1,0,135000.0,4,4,1,1,1,0,0,0,8,2.0,0,54,8
0,0,1,0,225000.0,0,4,1,1,1,0,0,0,14,2.0,0,39,7
1,1,1,0,540000.0,0,1,3,1,1,0,1,0,17,1.0,0,41,6
